menu,voce,col,user,profile,right,status,http,count,note,endpoint
Processo Offerta,Sintesi RCC,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi RCC,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi RCC,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi RCC,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ve",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/processo-offerta/sintesi-bu
Processo Offerta,Sintesi BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo RCC,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate v",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo RCC,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/processo-offerta/sintesi-rcc
Processo Offerta,Percentuale Successo BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ve",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/processo-offerta/sintesi-bu
Processo Offerta,Percentuale Successo BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza RCC,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate v",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza RCC,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/processo-offerta/sintesi-rcc
Processo Offerta,Incidenza BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ve",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/processo-offerta/sintesi-bu
Processo Offerta,Incidenza BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-bu?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/processo-offerta/sintesi-bu
Dati Contabili,Vendite,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/dati-contabili/vendite
Dati Contabili,Vendite,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/dati-contabili/vendite
Dati Contabili,Vendite,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VER",/api/dati-contabili/vendite
Dati Contabili,Vendite,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED",/api/dati-contabili/vendite
Dati Contabili,Vendite,PM,rguafnaccia,Project Manager,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certif",/api/dati-contabili/vendite
Dati Contabili,Vendite,GPM,ccampione,General Project Manager,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED",/api/dati-contabili/vendite
Dati Contabili,Vendite,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certific",/api/dati-contabili/vendite
Dati Contabili,Vendite,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/vendite?anni=2026&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certif",/api/dati-contabili/vendite
Dati Contabili,Acquisti,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,PM,rguafnaccia,Project Manager,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certi",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,GPM,ccampione,General Project Manager,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifi",/api/dati-contabili/acquisti
Dati Contabili,Acquisti,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/dati-contabili/acquisti?anni=2026&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certi",/api/dati-contabili/acquisti
